query_id,query,ndcg_baseline,ndcg_variant,delta_ndcg
44425,garden watch,0.5038324315244963,0.6269917003809872,0.12315926885649087
75947,orange ion job rocker,0.7811804683963242,0.9040308726450301,0.12285040424870597
9842,apple watch band 42mm sport men,0.6522303856803662,0.7735032849976725,0.12127289931730634
96591,specialized levo,0.6727131083854277,0.7933429527121506,0.12062984432672286
65658,maquina para limpiar asientos de carro,0.7372350070247492,0.8571053712814879,0.11987036425673869
94616,small box storage containers,0.7696588355598378,0.8889044033513707,0.11924556779153284
61279,lego duplo cars,0.7124898377780121,0.8307717280988298,0.1182818903208177
11948,baby gate summer white,0.7372875005445035,0.8538008722166444,0.11651337167214082
107345,usb para control samsung,0.8117854639642847,0.9267582364714125,0.11497277250712779
49318,harry potter 4 illistrated,0.7703610009685727,0.8842697921230891,0.11390879115451635
51162,honeymoon adventures couple shirt,0.7281234094300729,0.8418620917915328,0.1137386823614599
7210,ai bot,0.7277201718798435,0.8411382704589244,0.11341809857908092
1198,10 gallon camping shower bag,0.7692281619072463,0.8824274312558404,0.11319926934859414
66167,masks not ear loop,0.6730891491464108,0.7856458929355967,0.1125567437891859
95282,snakeskin 3 inch heel,0.72580013315376,0.8376289117857767,0.11182877863201668
7120,aftermarket turn signals,0.7570886141610149,0.8680766189520085,0.11098800479099358
71290,msi aegis ti5,0.57319268127974,0.68400015144483,0.11080747016508996
25427,chicago cubs tshirt,0.7805789900242339,0.8913637927182395,0.11078480269400559
65040,mail organizer wall mount,0.7582317709510978,0.8681042025574114,0.10987243160631355
1568,10ft umbrella without base,0.6886309303281124,0.7983212089354613,0.10969027860734892
12220,baby stroller without car seat,0.7362769549288251,0.8436235145865425,0.10734655965771744
63137,llave para troqueles 3/4,0.5720922716982584,0.6793483001683597,0.1072560284701013
13296,barrel lamp shade,0.7589390794931202,0.8659603056187886,0.10702122612566833
1435,100 watt folding solar panel without charge controller,0.6656026376281379,0.7724774821029727,0.10687484447483486
33282,dildo anal,0.5443732746395797,0.6507798608204236,0.10640658618084387
110289,wd passport ultra,0.8710763887768714,0.9773192526723404,0.106242863895469
38520,eversport goggles,0.7446291805416655,0.8507910980657454,0.10616191752407989
55659,jean jacket women riped,0.8646066025645456,0.9705400598752475,0.10593345731070192
111514,wide fine silver wire,0.6993696021916116,0.8050529511360669,0.1056833489444553
90653,satin rope crafts,0.7353950328846236,0.8404323134346345,0.10503728055001094
6762,adidas superstar for women,0.785077480814273,0.8882353192394454,0.10315783842517245
53611,international travel carry on bag,0.7089080235477533,0.810667074068633,0.10175905052087975
26111,chromakey green screen,0.7060769302868356,0.8078359808077152,0.10175905052087963
35971,dunkin ground coffee 30 oz,0.734706722080118,0.8364657726009976,0.10175905052087963
80162,pink black love pop socket,0.7568594162899284,0.858618466810808,0.10175905052087963
13988,bauer hockey skates,0.7712993948588831,0.8720933239950561,0.10079392913617302
104658,toys under 5 dollars for boys,0.8172726968826081,0.9178011207365404,0.10052842385393235
16043,bird light bulbs,0.7391492776801933,0.838828588957701,0.09967931127750762
49541,hcg drops for weight loss,0.6028067933371085,0.7021050950028315,0.09929830166572295
111058,white crochet flowes,0.6549332907345337,0.7530615266435533,0.09812823590901965
78919,peppermint cinnamon candy,0.8029720068951589,0.9001168625062721,0.09714485561111319
113412,womens wooden ring,0.8126455074746288,0.9097754557088028,0.09712994823417398
26730,clear iphone 6plus phone case,0.8585161266841946,0.9550705584127251,0.09655443172853051
826,1 ml vet syringe without needle with cap,0.7850756742790792,0.881608909077482,0.09653323479840281
4656,50 shades of grey sex toys,0.770175586634496,0.8665523060924962,0.09637671945800019
53486,instax camera film,0.815530497057718,0.9117594567002153,0.09622895964249734
86557,redcell horse,0.7891808571130924,0.8851260899966601,0.09594523288356771
2724,"2"" stainlss thred pipe",0.7778660915148401,0.8736596298187951,0.09579353830395498
65063,maisal season 3,0.5521041748615834,0.6475798639611234,0.09547568909954007
598,0rganic potting without fertelizer for roses,0.7557234428839241,0.8508037165979304,0.09508027371400629
89065,rufuete jacket,0.6105594896001654,0.7049698202724077,0.09441033067224236
73939,nipple for breastfeed babies,0.7865544518990703,0.8806339923248095,0.0940795404257393
68660,michael kors iwatch band 40mm,0.6106203733604685,0.7035841260011986,0.09296375264073009
91218,scrunchies 50 pack,0.7217060580396542,0.8143648578027499,0.09265879976309577
31462,dana buchman,0.6512427458320498,0.7424125134891967,0.0911697676571469
32203,delaney cameron kindle books,0.8697614734245182,0.96057414793748,0.09081267451296182
4404,4mm 3 strand macrame cord,0.772454039871944,0.8631773435298943,0.09072330365795023
4658,50 ton porta power,0.6011902787056747,0.6917470615508616,0.09055678284518698
79923,pikachu ipad case 10.2,0.822727931377513,0.9132450813087336,0.09051714993122062
56993,kartos stationery,0.7730164312619816,0.8628813583566752,0.08986492709469363
114863,yellow joycon skin,0.7575245742022623,0.8473002848850905,0.08977571068282819
34029,dj scrim with totem,0.7983056525859715,0.8880635597109392,0.08975790712496767
54057,iphone 11 pro case ring,0.8753071057695336,0.9642133106716707,0.08890620490213708
107106,urban digital shoes,0.8073742415204106,0.8962111158166135,0.0888368742962029
31986,deco paper clip,0.8128178398287781,0.9013625168485876,0.0885446770198095
114588,xsmall top fin fish filter,0.912271667285735,1.0,0.08772833271426494
23735,cat 5e network cable connector,0.7602971738175343,0.8476676919572461,0.08737051813971186
46427,gold iphone 11 pro case,0.7525461293070463,0.8398588712833049,0.0873127419762586
32142,deer plush pillow,0.8447534471727446,0.9316689295224289,0.08691548234968427
103796,toddler turtleneck girls purple,0.811055681785199,0.8972980213400072,0.0862423395548082
56037,jla home vancouver coverlet,0.8295222229014547,0.915713581568707,0.08619135866725225
78323,pc headset without microphone,0.6813546736382377,0.767510678842611,0.08615600520437339
50584,high wasted tights women,0.7921123697654475,0.87785206911102,0.08573969934557246
74124,"no, pepsi is not ok",0.6060237949823092,0.691567413082032,0.08554361809972277
44104,gallon water bottle without straw,0.7291018596441243,0.8146015220678725,0.08549966242374818
9093,angel for home,0.8711304194636228,0.9564350286029252,0.08530460913930238
80361,pink womans toolbag,0.8187738346394972,0.9039426023703672,0.08516876773087001
104717,tracys dogg clitorial suction,0.6309295723873668,0.7160561868228065,0.08512661443543967
17925,body pillow for back pain,0.7425427607770998,0.8268330367531648,0.08429027597606498
72681,necklace for men,0.8036132364435725,0.8874791524810369,0.0838659160374644
9627,apple 5 case,0.8870465895106839,0.9701726045916191,0.0831260150809352
44007,galaxy s4 case,0.8493991603999245,0.9321632988839321,0.08276413848400765
58002,kids sleep gummies without melatonin,0.6547563145553132,0.7371838560754773,0.08242754152016407
73597,nike mens football turf shoes,0.7480450217281566,0.8299243544451184,0.0818793327169618
66616,maze food bowl for cats,0.825182256210747,0.9070474533905623,0.08186519717981522
23553,case for samsung j7 crown,0.7200777013500593,0.8011866982044741,0.08110899685441475
53345,inline fuses for 12 volt,0.801430001642013,0.8823996577351286,0.08096965609311568
115736,zip up outdoor enclosure,0.9052930904587931,0.9859854369958605,0.08069234653706736
90474,sani professional wipes,0.6796547068272097,0.7603021448530031,0.08064743802579333
20657,burgandy top,0.8299495705477361,0.9099988684212523,0.08004929787351622
70052,mock neck tops for women,0.7969580865259984,0.8769345216026669,0.07997643507666852
94587,small ball pit,0.8186454598786375,0.8983072653576619,0.07966180547902446
71079,mouse tray,0.8605883603588507,0.9400951666876071,0.0795068063287564
39126,face cleaner,0.4817894277008566,0.5606047230184178,0.07881529531756121
108154,velvet curtains burgundy,0.8104000051159896,0.8890044057381943,0.07860440062220464
38791,extra chewy mints peppermint,0.7919458292804078,0.8703789723417533,0.07843314306134552
60511,lay-z-spa,0.8135083553740756,0.891900490889874,0.07839213551579838
106547,umu mask,0.6612783187438085,0.7395493087165896,0.07827098997278115
15854,bill nyhe,0.5757639921661742,0.653977113169967,0.07821312100379274
3222,2nd grade reading games,0.7021050950028315,0.7801117080057756,0.07800661300294409
32996,diamond shaped earrings,0.7021050950028315,0.7801117080057756,0.07800661300294409
37507,emergency oil cans 5 gallon,0.5416209746348812,0.619088000162932,0.07746702552805074
112973,womens faith tee shirt,0.8499864739921638,0.9273502299156722,0.07736375592350841
107851,vanity pink and white,0.8415426034849728,0.9188459550631228,0.07730335157815005
22547,canvas stand,0.8416852603762638,0.9184245065555666,0.07673924617930283
101004,tea socks,0.8315315422184671,0.9082474627002688,0.07671592048180165
71205,mpow flame eartips,0.5205217336098764,0.5972163430941971,0.07669460948432072
98262,stone oven repair kit,0.5307874838177178,0.6072127193056607,0.07642523548794289
95852,solar lights not motion sensor,0.6180087215733621,0.6944060437255977,0.0763973221522356
77607,pants for teen girls,0.8380940442746212,0.9142867820338476,0.07619273775922641
31575,dark green iphone xr case,0.8422272283308289,0.9181635653430379,0.07593633701220903
29564,counter height table legs set of 4,0.8019209405231319,0.8772200869350251,0.07529914641189317
81545,plus size pants rompers for women,0.8425807317311611,0.9173131363323764,0.07473240460121533
40685,fish tank sticker thermometer,0.7824796053620429,0.8572012383113066,0.0747216329492637
85989,real sords,0.7171947308133669,0.7917370896480745,0.07454235883470761
78256,payless shoes,0.799931466415182,0.8742715027190093,0.07434003630382735
58094,kids winter clothing,0.8276399888764138,0.9017710290706112,0.07413104019419747
41851,folding monitor,0.5169252231645801,0.5910331929775409,0.07410796981296075
21481,calcium for chameleons without d3,0.8224838226190663,0.8965128598322295,0.07402903721316323
66190,mason jars to drill,0.8284574274519254,0.9024103033957094,0.07395287594378397
98311,storage cabinets cover,0.8308587656703423,0.9045478226846029,0.07368905701426054
115097,yoshi 10 inch black trays,0.6485647272978458,0.7221901221770491,0.07362539487920339
15226,beth caudill,0.8091995679542202,0.882639794241617,0.07344022628739677
101288,tela gris para tapizar sillas,0.8333589713579134,0.9067800931117745,0.07342112175386117
72690,necklace without pendant,0.5955807975196546,0.6684857833072034,0.07290498578754878
113786,woreless chargers for andriods,0.6864386183783665,0.7591532053944358,0.07271458701606925
29777,cpu intel i7,0.8328596754161407,0.9055227819853491,0.07266310656920838
6154,ac for basement without window,0.8445496778411921,0.9170040412499233,0.07245436340873124
5846,a line dress girls sie 5,0.8356083345589248,0.9078416390678348,0.07223330450890997
80498,pirate light fixture,0.7383334617258862,0.8101809037988698,0.07184744207298355
62769,lip wax strips for women,0.8114563271525169,0.8828840829863183,0.07142775583380134
79160,personis sound mixer,0.791234668718673,0.8626320980606289,0.07139742934195592
3596,30 oz coffee mug,0.7575157103987831,0.8288343248426387,0.07131861444385568
2542,2 foot fishing rod andreel setup,0.7697804640127724,0.8410407884658789,0.07126032445310648
1413,100 oz water bottle bpa free,0.8316868581881195,0.9028373842514028,0.07115052606328331
33315,diner booth seat and table,0.8504947939962721,0.9215806900915642,0.07108589609529203
99336,super nes wires,0.609983828237476,0.6809906504117106,0.0710068221742346
86659,reflective car,0.8475446960811188,0.9176651118804747,0.0701204157993559
47892,gues book,0.838931235548161,0.9080745846666484,0.06914334911848741
62970,little love by nojo sweet deer,0.8168017657503347,0.8857174279663839,0.06891566221604917
52232,hydro flask 24 oz wide mouth,0.8367082799900638,0.9050594222500982,0.06835114226003436
5728,I'm looking for a fully waterproof and windproof jacket with a padded lining a hood and ideally in dark green.  ,0.7911763643298119,0.859401127181572,0.06822476285176016
109655,walpaper for rooms galaxy,0.8755804443415003,0.94378555611916,0.06820511177765975
53847,ipad docking station,0.8614644037926485,0.9296265122727022,0.06816210848005366
55219,izotope rx7,0.6984334031085714,0.7662906311083445,0.06785722799977312
485,01 ford mustang 3.8 tan seat covers without headrest,0.7362459159280218,0.8036779369923264,0.06743202106430457
67745,mens mock neck sweater,0.8322420923050325,0.8994517001407656,0.06720960783573304
24697,champion hoodie boys,0.6233091373322321,0.6904711859422493,0.06716204861001718
20478,bulk filled candles,0.8503111137630215,0.9174032481806254,0.06709213441760387
99780,swiffer pads wood,0.843989997590769,0.9108205084768197,0.06683051088605074
62368,light weightyellow earrings,0.8290599929353408,0.8955135676892648,0.066453574753924
22569,cap strength slant board,0.7646196057074351,0.8309831732158863,0.06636356750845118
86106,recent orders/ womens briefs,0.8663422763540115,0.9321143950248156,0.06577211867080412
86822,reinforced graph paper,0.6285902493156054,0.6943542789809976,0.06576402966539219
16770,black rose mens shirts,0.5271857222062944,0.5927870956954617,0.06560137348916728
31065,cute rubber phone case iphone 7 cartoon,0.7891528357593934,0.8542951241588812,0.06514228839948777
74904,nyquil without acetaminophen,0.7181712825664207,0.7827524746089737,0.06458119204255297
82082,pontoon boat garmin fish finder,0.8169593986847646,0.8812169288412209,0.0642575301564563
60535,lazy susan 16 inch,0.7952392636161193,0.8594913218993356,0.06425205828321634
52742,igloo dog house small,0.8065087258858177,0.8706598093320078,0.06415108344619014
105582,ttw 7,0.9069889965094652,0.9707152358589387,0.06372623934947352
63273,logan chance,0.8711304194636228,0.9340972056966884,0.06296678623306562
103843,togas boys,0.8711304194636228,0.9340972056966884,0.06296678623306562
94370,slide split dress,0.8683400553332542,0.9311843614646949,0.06284430613144065
9818,apple watch 38mm bands trendy,0.8201641681290235,0.8825296272272323,0.062365459098208786
97586,staple bound notebooks,0.6850585548827595,0.7469417868106862,0.061883231927926774
87607,ride on toys for 2 year olds,0.8183797301814372,0.8801198561194309,0.06174012593799372
28795,cool head s,0.8451850618939637,0.9066276098484507,0.061442547954487
12449,backpack england style,0.6305851083354319,0.6918861297875036,0.061301021452071724
7250,air buds,0.8145152611430355,0.875535368383084,0.06102010724004847
8021,alien trippy poster,0.5100876068344455,0.570312956233031,0.06022534939858548
115506,zapatos mujer originales,0.8612979157661464,0.9212229693191147,0.05992505355296829
89126,rume bags grocery,0.8161028613485058,0.8752280648494917,0.05912520350098582
82799,powdered lemonade drink mix,0.8736978506120081,0.932375503225018,0.058677652613009945
89299,rv black water hose,0.5656540284158597,0.6238610361870208,0.05820700777116117
76465,otterbox symmetry iphone 7,0.7174652497749849,0.7756055972492013,0.05814034747421637
71439,mueller nespresso machine,0.7654187268508605,0.8233730398961252,0.05795431304526466
81507,plus size goth lingerie,0.5924159367561763,0.6503262834159552,0.0579103466597789
31287,"da sander 5""",0.6187081957399834,0.6765430950409829,0.0578348993009995
85806,razer phone 2,0.9040295925264028,0.961722459953905,0.05769286742750224
1648,10x3 cheesecake boxes without windows,0.5499379416386322,0.6075261712954856,0.057588229656853396
32612,desk gadgets for office,0.41975199806950164,0.4772628397011032,0.057510841631601584
86103,receivers 7.1 channel,0.9433050898029915,1.0,0.05669491019700845
21101,cabinet twin murphy bed,0.808555543330559,0.8649896996661824,0.05643415633562343
114196,x-ray iphone wallet with phone case,0.5176780944159591,0.574014163052411,0.05633606863645191
109841,watch samsung band,0.7318902746422346,0.7880241201275098,0.056133845485275224
103307,tiny chapsticks,0.8521655480639099,0.9077648727756642,0.05559932471175433
85829,razor scooter accelerator lock,0.8738354598410489,0.9288911666245018,0.05505570678345284
44544,garnier peppermint face wash,0.6165674824446561,0.671152838036165,0.0545853555915089
40538,firefly books,0.27894294565112987,0.3333333333333333,0.054390387682203445
78941,percale sheets queen,0.8628813583566752,0.9167350683772127,0.053853710020537515
99382,superga,0.8466465886446896,0.900476661805916,0.053830073161226455
85183,race car track hot wheels,0.6255476018229039,0.6792414076017523,0.053693805778848414
42727,frog candy dish,0.6075169861376771,0.6611715704353787,0.053654584297701535
30020,creme hoodie men,0.5738218910144885,0.6273003260597537,0.05347843504526517
47632,groceries ham roll,0.9126072242078118,0.9659987635189615,0.053391539311149705
48208,haagen dazs ice creambar,0.6540512610952726,0.7073770387965589,0.053325777701286325
59513,lacoste shirts for men,0.8916270559383526,0.944845975061854,0.05321891912350141
76789,oval diamond ring,0.8925152634396887,0.9456402928034229,0.0531250293637342
30268,croosbody shiny cell phone case,0.7946775459209724,0.8477774488692931,0.053099902948320676
31542,dare game,0.9469024295259745,1.0,0.053097570474025524
47159,gravel bulbs,0.5400753810454857,0.5931729515195112,0.053097570474025524
54370,iphone 8 spigen case,0.7528308153644199,0.8059085892780369,0.05307777391361701
46326,golcochea varices,0.821232928313204,0.8742128267592718,0.052979898446067764
56108,joggers with belt loops,0.7917639867648683,0.8446479277814299,0.052883941016561686
110364,web cameras for computers without microphone,0.6792869068678706,0.7316592412648564,0.05237233439698574
21645,calligraphy pens for beginners,0.8782986871633077,0.9306198735204649,0.05232118635715721
40905,fitover sunglasses,0.9182368115739725,0.9704925543536068,0.052255742779634295
34457,dog leashes,0.5929215397616556,0.6449277181205155,0.0520061783588599
6157,ac power switch panel,0.796620686700415,0.8483152148634363,0.051694528163021336
61914,lg v40 case,0.8736978506120081,0.9253373523540513,0.05163950174204324
100620,tank tops 2-t,0.7464954992091031,0.7979016309743003,0.05140613176519726
109866,water,0.7971459527382009,0.8484878165638627,0.05134186382566186
20834,butt plug with string attatched,0.6271823208439088,0.678294684588588,0.0511123637446792
90546,saphire,0.4282297305894947,0.47917610346420336,0.050946372874708656
11029,attote original for men,0.8842128998857653,0.9351542938466876,0.05094139396092223
21846,came tv lights,0.8407528526082033,0.8916742525354715,0.050921399927268185
72,$100 things that are not electronics,0.48158323337809933,0.5324235232578372,0.05084028987973782
82013,polygel nail kit without led lamp,0.7802226774010941,0.8308989505659088,0.05067627316481471
85327,rage crossbow x 125 grain broadhead,0.8498591499582032,0.9004454410968008,0.05058629113859758
60715,leather edge beveler size 2,0.8046599256427022,0.8549901041043059,0.0503301784616037
15095,best glass cleaner,0.8211970605573006,0.8713216904267501,0.050124629869449544
64761,mag 4 bolt cleaning tool,0.7740763577528327,0.8240337448321859,0.049957387079353266
69410,mini fridge without freezer 4.4 cubic feet,0.5945959438924249,0.6445112858557654,0.049915341963340576
75929,orange bikes,0.906957449757175,0.9568680962060918,0.04991064644891685
41496,flower,0.8571451450062575,0.9069778299663909,0.04983268496013338
61598,lepower-reading-gooseneck-temperature-changeable,0.8716114000675046,0.9213144809016985,0.04970308083419395
50618,hiking leggings women winter,0.6006740276884516,0.6502523541749802,0.0495783264865286
90212,samsung n900,0.5791162216151785,0.6286927743351339,0.049576552719955425
79676,photos album love,0.7186803992636815,0.7681594129975284,0.04947901373384689
76889,overol,0.7851586258278804,0.8345135938296042,0.04935496800172379
41557,flu mask black,0.9070246677374438,0.9563459463207548,0.049321278583310924
4576,5 year old study books,0.5809953729367531,0.630154551790434,0.04915917885368093
95144,smash book,0.8943103444689584,0.9433050898029915,0.04899474533403314
103428,titanium earrings screw,0.8943103444689584,0.9433050898029915,0.04899474533403314
23021,cardboard characters kids,0.9077888460940234,0.9566980306761882,0.048909184582164755
27464,coffin purse,0.8457467641881009,0.8946551651291271,0.04890840094102622
32430,depends night defense large for women,0.8074423584744492,0.855997399173958,0.04855504069950878
17463,blue sexy top,0.8335873145105137,0.88200620530082,0.04841889079030626
39945,female sex toys,0.835991981064638,0.8843903004064368,0.048398319341798834
49825,heart and liver vitamin dogs,0.7086768525203713,0.7568594162899284,0.048182563769557096
52208,hybrid youth bike,0.6660799091847076,0.7141195695720131,0.04803966038730545
9494,antminer t17,0.8828625427117099,0.9307941582155028,0.04793161550379288
730,1 fake hawaiian foam flower not clip for ear,0.8544095322973272,0.9022994893702412,0.04788995707291399
15548,big and fashionable backpack,0.6972336321126408,0.745011046823406,0.04777741471076524
40834,fitbit charge 3,0.575640412750041,0.6231951665144738,0.047554753764432856
50236,her fate,0.6434334314495477,0.6909679732971936,0.04753454184764594
95015,smart kid belt car,0.429251288437731,0.476648215106206,0.04739692666847495
103706,toddler kitty robe,0.9090158305431928,0.9560844529010419,0.047068622357849144
63198,lock deicer spray,0.7104691728848127,0.7570737730208659,0.046604600136053165
20352,buffalo plaid dining chair cushions,0.9131205232105425,0.9597251233465955,0.046604600136053054
84655,purses and handbags black,0.6914188530558943,0.7380234531919474,0.046604600136053054
1507,100w garage led light without motion sensor,0.6016771333314433,0.6482391774523265,0.04656204412088316
34310,dog bowl stand without bowls,0.6509377383229996,0.6973309201875617,0.046393181864562094
6975,adult toothpaste not mint,0.7774072860566947,0.8237648947558366,0.04635760869914185
12809,balloons co,0.63908749694762,0.6852652805361612,0.04617778358854119
87749,ring light without stand,0.732044593920729,0.7781365729204361,0.046091978999707184
62551,limbo mop,0.5966245310822812,0.6423433740867945,0.04571884300451334
85866,rc kicker,0.8315546295836225,0.8772153153380493,0.04566068575442683
19885,broan l700,0.6461061537734687,0.6914892949413027,0.04538314116783404
89562,sackcloth for prayer,0.8126272814661442,0.8578960313772481,0.04526874991110397
40713,fisher pricechair for girls,0.5738686830336439,0.6188310001221887,0.04496231708854481
89356,rvca men's big t-shirt,0.7353584126467295,0.7802012714416694,0.04484285879493988
18415,books for 1 year old,0.8616976176627487,0.9064370498099324,0.04473943214718379
45843,glass dome lamp shade,0.8614218112320186,0.9059170270964192,0.04449521586440064
4407,4mm bleached white macrame cord,0.6164348023313686,0.6608028947092247,0.044368092377856105
10874,asus rog monitor 144hz,0.8620992583368369,0.9062096162638773,0.04411035792704043
94608,small block letters,0.8293726454682178,0.8733256987181018,0.04395305324988408
73702,nike with velcro,0.8385281250973913,0.8824347147857603,0.043906589688369024
110698,western belt white,0.9392003418451469,0.9830484213710942,0.04384807952594727
5536,95 length grey block curtains,0.6661321722766622,0.709665947491335,0.04353377521467283
15307,beyblade metal fusion,0.826662018957202,0.8700655212228303,0.04340350226562828
35420,dress flats size 13 women,0.4639570611812445,0.5073419342504853,0.043384873069240826
54255,iphone 7 plus case life proof,0.8292807451710423,0.8726640035792459,0.04338325840820356
99629,swan pillow,0.8486436736659843,0.8919749929148244,0.04333131924884015
16698,black out window curtain,0.825813964577878,0.8689562905915178,0.043142326013639765
91290,sea eagle inflatable fishing boat 3 person,0.7716699667565451,0.8147502525126067,0.0430802857560616
105376,tronics dog,0.6311154240701844,0.6739637203986139,0.04284829632842946
113212,womens sandals size 9,0.9060348456127151,0.9486167648444482,0.042581919231733156
84815,q50 jb4,0.8772153153380493,0.9197207891481876,0.04250547381013825
32375,dental floss without pfas,0.9370157682150192,0.9793839798241722,0.04236821160915305
113820,work shirts for women,0.6649092367067729,0.7072294965226437,0.04232025981587073
61574,leopard scrunchie,0.7548897060864288,0.7971679102030462,0.042278204116617424
44101,gallon milk 2 percent,0.6608494133488838,0.7029165257494793,0.04206711240059546
114566,xs back cover funny,0.8581651795367357,0.9001339113023871,0.04196873176565141
32276,delonghi toaster oven,0.8400219826901006,0.8818732010884172,0.041851218398316514
15941,bio green curtind,0.387409960164754,0.42919327954461367,0.041783319379859685
113288,womens snug tshirt,0.8953524536466281,0.9371265036148128,0.04177404996818468
85423,rainbow glitter,0.8068921500818486,0.8486492528124617,0.04175710273061317
94844,small plastic bird cage,0.44686191646011636,0.48859614509207233,0.04173422863195597
27138,cnn news,0.8619091376356911,0.9036221148872216,0.04171297725153045
57426,key caps with labels,0.7994972438271257,0.8409542173807799,0.041456973553654186
114395,xiaomi mi 9t pro,0.6451806589447545,0.686580491822118,0.041399832877363485
71789,mw-59,0.6608028947092247,0.7021050950028315,0.04130220029360676
73810,ninja toys for 9 years old boys,0.6608028947092247,0.7021050950028315,0.04130220029360676
1748,110 volt heating element without electric cord,0.5113998761673146,0.5526965175026874,0.04129664133537281
46587,golf is not a game of perfect,0.8882595753011324,0.9294306171606315,0.04117104185949905
